srcip,dstip,proto,dur,sbytes,dbytes,service,attack_cat,label
59.166.0.3,149.171.126.4,tcp,0.018683,3302,35400,-,,0
59.166.0.9,149.171.126.4,tcp,0.004819,3952,2456,-,,0
59.166.0.5,149.171.126.1,tcp,0.024004,3614,49342,-,,0
59.166.0.5,149.171.126.4,udp,0.001225,130,162,dns,,0
59.166.0.7,149.171.126.3,tcp,0.013563,2766,24004,-,,0
59.166.0.8,149.171.126.5,tcp,0.024756,2750,27344,-,,0
59.166.0.5,149.171.126.4,udp,0.001074,130,162,-,,0
59.166.0.9,149.171.126.1,udp,0.001114,146,178,-,,0
59.166.0.5,149.171.126.8,tcp,1.005836,1580,10168,http,,0
59.166.0.3,149.171.126.5,udp,0.001072,146,178,dns,,0
59.166.0.0,149.171.126.0,tcp,0.067066,5174,87114,-,,0
59.166.0.0,149.171.126.9,tcp,0.028557,2854,29218,-,,0
59.166.0.6,149.171.126.0,tcp,0.255986,4908,2448,-,,0
59.166.0.5,149.171.126.9,udp,0.001148,130,162,dns,,0
59.166.0.2,149.171.126.9,tcp,0.05177,2438,20576,-,,0
59.166.0.3,149.171.126.0,udp,0.001793,528,304,-,,0
59.166.0.0,149.171.126.0,tcp,0.013839,2334,13358,-,,0
59.166.0.1,149.171.126.7,tcp,0.609003,37428,3172,smtp,,0
59.166.0.2,149.171.126.1,tcp,0.023346,1540,1644,-,,0
59.166.0.6,149.171.126.7,tcp,0.810722,7818,15800,-,,0
59.166.0.1,149.171.126.6,tcp,0.02805,3302,35400,-,,0
59.166.0.2,149.171.126.1,tcp,0.027908,3926,54286,-,,0
175.45.176.1,149.171.126.18,udp,9e-06,114,0,dns,Generic,1
10.40.182.1,10.40.182.3,arp,47.776417,84,138,-,,0
59.166.0.1,149.171.126.9,tcp,0.022884,37478,3380,smtp,,0
59.166.0.0,149.171.126.3,udp,0.00104,130,162,dns,,0
59.166.0.2,149.171.126.5,udp,0.001109,146,178,dns,,0
59.166.0.5,149.171.126.8,tcp,1.00577,1580,10168,http,,0
59.166.0.2,149.171.126.8,tcp,22.560036,17018,1024900,http,,0
59.166.0.7,149.171.126.9,tcp,0.005294,1958,2308,-,,0
59.166.0.5,149.171.126.5,tcp,0.222484,4428,320,ftp-data,,0
59.166.0.0,149.171.126.1,tcp,0.630833,8928,424,ftp-data,,0
59.166.0.2,149.171.126.7,tcp,1.168936,1684,10168,http,,0
59.166.0.5,149.171.126.8,udp,0.001063,132,164,dns,,0
59.166.0.7,149.171.126.4,udp,0.001122,130,162,dns,,0
59.166.0.9,149.171.126.3,tcp,0.004356,424,8824,ftp-data,,0
59.166.0.2,149.171.126.3,udp,0.001095,146,178,dns,,0
59.166.0.4,149.171.126.1,tcp,0.011871,2438,20576,-,,0
59.166.0.6,149.171.126.1,tcp,0.006697,4040,2456,-,,0
59.166.0.2,149.171.126.5,tcp,0.022623,3614,45696,-,,0
59.166.0.8,149.171.126.0,tcp,1.701949,7816,15314,-,,0
59.166.0.3,149.171.126.9,udp,0.001777,536,304,-,,0
59.166.0.2,149.171.126.6,tcp,0.075825,7808,15024,-,,0
59.166.0.1,149.171.126.1,tcp,4.491986,26352,49682,ssh,,0
59.166.0.6,149.171.126.5,tcp,0.04058,37196,3380,smtp,,0
59.166.0.8,149.171.126.6,tcp,1.135271,1684,10168,http,,0
59.166.0.2,149.171.126.9,tcp,0.032285,3390,44426,-,,0
59.166.0.3,149.171.126.1,tcp,0.004291,1064,2260,-,,0
59.166.0.3,149.171.126.0,tcp,0.417457,320,1880,ftp-data,,0
59.166.0.2,149.171.126.1,udp,0.001758,536,304,-,,0
59.166.0.3,149.171.126.1,tcp,1.005803,1580,10168,http,,0
175.45.176.3,149.171.126.11,tcp,0.916815,708,268,-,,0
59.166.0.7,149.171.126.8,tcp,0.182847,3728,5474,ssh,,0
59.166.0.6,149.171.126.1,tcp,2.307333,14512,17134,-,,0
59.166.0.5,149.171.126.8,tcp,0.046501,320,1880,-,,0
59.166.0.5,149.171.126.6,udp,0.001115,130,162,dns,,0
59.166.0.1,149.171.126.8,udp,0.001035,130,162,dns,,0
59.166.0.4,149.171.126.0,tcp,1.013864,37832,3484,smtp,,0
149.171.126.18,175.45.176.1,udp,3e-06,264,0,dns,,0
59.166.0.8,149.171.126.8,udp,0.001063,146,178,-,,0
59.166.0.3,149.171.126.0,tcp,0.025899,3390,44134,-,,0
59.166.0.3,149.171.126.3,tcp,0.014492,2230,14636,-,,0
59.166.0.4,149.171.126.1,udp,0.004852,568,304,-,,0
59.166.0.4,149.171.126.4,tcp,1.100283,1920,4312,-,,0
175.45.176.1,149.171.126.12,unas,1.1e-05,200,0,-,Analysis,1
59.166.0.3,149.171.126.6,tcp,0.505783,37162,3380,-,,0
59.166.0.4,149.171.126.6,tcp,0.548926,8928,320,ftp-data,,0
59.166.0.1,149.171.126.0,tcp,0.049074,3926,51770,-,,0
59.166.0.3,149.171.126.6,udp,0.001078,130,162,-,,0
59.166.0.0,149.171.126.4,tcp,0.052882,2766,24114,-,,0
59.166.0.9,149.171.126.3,tcp,3.274188,12850,547100,-,,0
59.166.0.5,149.171.126.2,udp,0.00105,130,162,-,,0
59.166.0.4,149.171.126.6,tcp,0.029861,2542,21294,-,,0
59.166.0.8,149.171.126.3,tcp,0.025831,3614,44406,-,,0
59.166.0.5,149.171.126.3,udp,0.001092,146,178,dns,,0
59.166.0.8,149.171.126.1,udp,0.004829,568,312,-,,0
59.166.0.7,149.171.126.6,tcp,0.004975,3824,2456,-,,0
59.166.0.9,149.171.126.1,tcp,0.013846,2438,20826,-,,0
59.166.0.1,149.171.126.2,tcp,2.332176,7816,15314,-,,0
59.166.0.5,149.171.126.2,tcp,0.574751,7812,14870,-,,0
59.166.0.5,149.171.126.6,tcp,0.005735,1958,2308,-,,0
59.166.0.9,149.171.126.7,tcp,0.121145,5800,201712,-,,0
59.166.0.7,149.171.126.6,tcp,0.244524,8928,320,ftp-data,,0
59.166.0.7,149.171.126.4,tcp,0.364293,4800,3080,-,,0
59.166.0.4,149.171.126.6,tcp,1.011487,1684,10168,http,,0
59.166.0.4,149.171.126.6,tcp,1.450864,3728,5578,ssh,,0
59.166.0.9,149.171.126.9,tcp,0.02568,3390,44988,-,,0
59.166.0.1,149.171.126.7,tcp,1.006953,1684,10168,http,,0
59.166.0.1,149.171.126.7,tcp,0.044883,3702,48954,-,,0
175.45.176.1,149.171.126.18,udp,2e-06,114,0,dns,Generic,1
59.166.0.9,149.171.126.9,tcp,1.275791,1684,10168,-,,0
59.166.0.6,149.171.126.7,tcp,0.002916,320,1890,ftp-data,,0
59.166.0.7,149.171.126.1,tcp,0.029279,3926,54818,-,,0
59.166.0.5,149.171.126.7,tcp,0.223558,424,8824,ftp-data,,0
59.166.0.4,149.171.126.7,tcp,1.005707,1684,10168,http,,0
59.166.0.4,149.171.126.6,tcp,2.658683,13662,548216,-,,0
59.166.0.3,149.171.126.0,tcp,0.025884,2854,30384,-,,0
59.166.0.8,149.171.126.6,tcp,0.178217,1272,2572,-,,0
59.166.0.6,149.171.126.2,tcp,0.021306,37368,3380,smtp,,0
59.166.0.2,149.171.126.3,udp,0.001307,146,178,dns,,0
59.166.0.8,149.171.126.5,tcp,0.52395,37266,3380,smtp,,0
59.166.0.8,149.171.126.0,tcp,0.004406,424,8824,ftp-data,,0
59.166.0.5,149.171.126.9,tcp,1.137369,1684,10168,http,,0
59.166.0.8,149.171.126.0,tcp,1.044989,1684,10168,http,,0
59.166.0.5,149.171.126.8,udp,0.001831,536,304,-,,0
59.166.0.2,149.171.126.8,tcp,0.050903,2646,24570,-,,0
59.166.0.7,149.171.126.6,tcp,0.004228,1064,2260,-,,0
59.166.0.4,149.171.126.0,udp,0.001081,130,162,dns,,0
10.40.170.2,10.40.170.2,arp,0.0,46,0,-,,0
59.166.0.5,149.171.126.5,tcp,0.17533,1244,2574,-,,0
59.166.0.5,149.171.126.3,udp,0.002723,512,304,-,,0
59.166.0.3,149.171.126.8,udp,0.001783,528,304,-,,0
175.45.176.1,149.171.126.15,tcp,0.350456,562,268,-, Fuzzers,1
59.166.0.1,149.171.126.0,udp,0.001035,130,162,dns,,0
59.166.0.1,149.171.126.4,tcp,0.315822,4696,2976,-,,0
59.166.0.9,149.171.126.1,tcp,0.012006,2230,13586,-,,0
59.166.0.0,149.171.126.7,udp,0.086297,568,320,-,,0
59.166.0.2,149.171.126.7,udp,0.00179,528,304,-,,0
59.166.0.2,149.171.126.4,tcp,0.106644,2854,30136,-,,0
59.166.0.6,149.171.126.6,udp,0.002694,536,304,-,,0
59.166.0.1,149.171.126.9,udp,0.001126,146,178,dns,,0
59.166.0.7,149.171.126.2,tcp,0.048931,2934,3742,ftp,,0
59.166.0.8,149.171.126.9,udp,0.001765,512,304,-,,0
59.166.0.6,149.171.126.6,tcp,1.00475,1580,10168,http,,0
59.166.0.7,149.171.126.5,tcp,0.044971,3614,44406,-,,0
59.166.0.9,149.171.126.7,tcp,0.036974,2646,24330,-,,0
59.166.0.1,149.171.126.1,udp,0.000938,130,162,dns,,0
59.166.0.7,149.171.126.7,udp,0.001187,146,178,dns,,0
59.166.0.4,149.171.126.6,tcp,1.981854,7810,16572,-,,0
59.166.0.9,149.171.126.8,tcp,0.006125,4136,2456,-,,0
59.166.0.0,149.171.126.8,udp,0.00438,568,312,-,,0
59.166.0.1,149.171.126.3,tcp,0.032191,2048,2410,-,,0
59.166.0.6,149.171.126.9,udp,0.001049,146,178,dns,,0
59.166.0.6,149.171.126.8,udp,0.653235,568,304,-,,0
59.166.0.4,149.171.126.0,tcp,0.029062,320,1878,-,,0
59.166.0.6,149.171.126.6,tcp,0.047011,2750,27346,-,,0
59.166.0.9,149.171.126.3,tcp,0.013426,1040,824,http,,0
59.166.0.8,149.171.126.2,udp,0.001023,146,178,dns,,0
59.166.0.1,149.171.126.6,tcp,0.360806,37508,3276,smtp,,0
59.166.0.2,149.171.126.0,tcp,0.011801,2542,21294,-,,0
59.166.0.6,149.171.126.4,tcp,0.011961,2542,23278,-,,0
59.166.0.9,149.171.126.9,tcp,0.694622,10771,411750,-,,0
59.166.0.4,149.171.126.1,udp,0.001121,146,178,dns,,0
59.166.0.6,149.171.126.8,tcp,0.308818,1540,1644,-,,0
59.166.0.7,149.171.126.3,udp,0.001076,130,162,dns,,0
59.166.0.2,149.171.126.9,tcp,0.037999,3390,44988,-,,0
59.166.0.6,149.171.126.3,tcp,0.018869,1540,1644,-,,0
59.166.0.5,149.171.126.5,tcp,0.117979,2542,20826,-,,0
59.166.0.7,149.171.126.8,udp,0.351293,568,304,-,,0
59.166.0.0,149.171.126.9,udp,0.001002,146,178,dns,,0
175.45.176.0,149.171.126.19,tcp,0.263828,510,268,http, Fuzzers,1
59.166.0.8,149.171.126.4,tcp,0.004021,320,1878,ftp-data,,0
59.166.0.3,149.171.126.9,tcp,0.011899,2438,20826,-,,0
59.166.0.5,149.171.126.0,tcp,0.018844,2542,21874,-,,0
59.166.0.0,149.171.126.5,udp,0.001086,146,178,dns,,0
59.166.0.7,149.171.126.7,tcp,0.021178,37268,3380,smtp,,0
59.166.0.6,149.171.126.5,tcp,1.00678,1684,10168,http,,0
59.166.0.7,149.171.126.7,udp,0.001062,146,178,dns,,0
59.166.0.7,149.171.126.3,udp,0.004786,568,320,-,,0
59.166.0.1,149.171.126.3,tcp,0.01096,2438,16186,-,,0
59.166.0.7,149.171.126.9,udp,0.004726,568,304,-,,0
59.166.0.6,149.171.126.2,tcp,0.018303,2974,30014,-,,0
59.166.0.0,149.171.126.8,tcp,0.0,690,1272,http,,0
59.166.0.5,149.171.126.9,tcp,0.468734,37430,3172,smtp,,0
59.166.0.8,149.171.126.4,tcp,1.005935,1580,10168,-,,0
59.166.0.8,149.171.126.6,tcp,0.013528,1540,1644,-,,0
59.166.0.0,149.171.126.0,tcp,0.379842,4648,3080,-,,0
59.166.0.7,149.171.126.7,udp,0.001094,130,162,dns,,0
59.166.0.2,149.171.126.7,tcp,0.024821,1540,1644,-,,0
59.166.0.8,149.171.126.8,tcp,2.474645,2934,3740,ftp,,0
59.166.0.0,149.171.126.6,udp,0.004813,568,312,-,,0
59.166.0.6,149.171.126.7,tcp,9.557878,13558,548216,-,,0
59.166.0.5,149.171.126.7,udp,0.001115,130,162,dns,,0
59.166.0.6,149.171.126.7,udp,0.004926,568,312,-,,0
175.45.176.3,149.171.126.15,tcp,0.603867,68199,612,http, Fuzzers,1
59.166.0.5,149.171.126.3,tcp,0.015966,2854,31444,-,,0
59.166.0.7,149.171.126.7,tcp,1.009003,1684,10168,http,,0
59.166.0.9,149.171.126.0,tcp,1.006022,1580,10168,http,,0
59.166.0.2,149.171.126.9,tcp,26.552036,18526,1060900,http,,0
59.166.0.6,149.171.126.3,tcp,0.01989,2646,24330,-,,0
59.166.0.5,149.171.126.1,tcp,0.377391,5160,3080,-,,0
59.166.0.0,149.171.126.8,udp,0.001132,146,178,dns,,0
175.45.176.0,149.171.126.14,tcp,0.19491,844,268,-,Generic,1
59.166.0.5,149.171.126.9,udp,0.001046,146,178,dns,,0
59.166.0.2,149.171.126.0,tcp,0.052182,4238,65118,-,,0
59.166.0.3,149.171.126.2,tcp,0.157418,8928,424,-,,0
59.166.0.4,149.171.126.9,tcp,0.222668,8928,320,ftp-data,,0
59.166.0.2,149.171.126.5,tcp,0.743742,37360,3380,smtp,,0
59.166.0.5,149.171.126.5,udp,0.001064,146,178,dns,,0
59.166.0.0,149.171.126.1,udp,0.004571,568,304,-,,0
59.166.0.8,149.171.126.0,udp,0.001054,146,178,-,,0
59.166.0.5,149.171.126.7,tcp,0.289827,3728,5578,ssh,,0
59.166.0.4,149.171.126.7,tcp,0.024872,3614,50036,-,,0
59.166.0.0,149.171.126.6,tcp,0.362793,1564,4208,-,,0
59.166.0.2,149.171.126.2,tcp,0.194735,37850,3380,smtp,,0
59.166.0.7,149.171.126.5,tcp,0.01495,2750,26584,-,,0
59.166.0.9,149.171.126.3,udp,0.001732,520,304,-,,0
59.166.0.2,149.171.126.6,tcp,1.220863,1684,10168,http,,0
10.40.170.2,10.40.170.2,arp,0.0,46,0,-,,0
59.166.0.7,149.171.126.0,tcp,1.758111,6112,201712,-,,0
59.166.0.0,149.171.126.7,udp,0.001026,130,162,dns,,0
59.166.0.9,149.171.126.3,udp,0.004987,568,312,-,,0
59.166.0.8,149.171.126.6,tcp,0.047396,320,1864,ftp-data,,0
59.166.0.7,149.171.126.9,tcp,0.034043,3182,38430,-,,0
59.166.0.8,149.171.126.4,udp,0.036087,536,304,-,,0
59.166.0.2,149.171.126.1,tcp,0.061011,3926,53634,-,,0
59.166.0.7,149.171.126.2,tcp,0.057893,3614,49342,-,,0
59.166.0.7,149.171.126.9,udp,0.000968,146,178,dns,,0
59.166.0.9,149.171.126.5,tcp,0.344873,3728,5474,ssh,,0
59.166.0.1,149.171.126.3,tcp,0.071529,3302,35400,-,,0
59.166.0.3,149.171.126.2,tcp,0.222533,424,8824,ftp-data,,0
59.166.0.4,149.171.126.0,tcp,0.008181,3920,2456,-,,0
59.166.0.7,149.171.126.3,tcp,0.03553,7808,15114,-,,0
59.166.0.5,149.171.126.4,tcp,0.046586,320,1924,-,,0
59.166.0.6,149.171.126.4,udp,0.001083,146,178,dns,,0
59.166.0.2,149.171.126.6,tcp,1.084061,1580,10168,http,,0
59.166.0.7,149.171.126.2,udp,0.001023,146,178,dns,,0
59.166.0.1,149.171.126.6,tcp,1.012264,1684,10168,http,,0
59.166.0.2,149.171.126.8,tcp,0.119202,3926,56022,-,,0
59.166.0.2,149.171.126.0,tcp,0.067174,2750,27294,-,,0
59.166.0.9,149.171.126.5,tcp,0.0326,2854,31402,-,,0
59.166.0.1,149.171.126.3,tcp,0.16101,2158,2464,-,,0
59.166.0.0,149.171.126.7,tcp,0.761069,7812,14706,-,,0
59.166.0.7,149.171.126.3,udp,0.004712,568,312,-,,0
59.166.0.5,149.171.126.5,tcp,0.023361,8984,7744,-,,0
59.166.0.0,149.171.126.0,tcp,0.027111,3390,42312,-,,0
59.166.0.0,149.171.126.6,tcp,0.013938,2646,24570,-,,0
175.45.176.0,149.171.126.15,tcp,0.664457,364,494,ftp-data,Exploits,1
59.166.0.5,149.171.126.4,tcp,1.45266,1684,10168,http,,0
59.166.0.7,149.171.126.5,tcp,1.11108,1684,10168,http,,0
59.166.0.5,149.171.126.1,tcp,4.098692,48048,82610,ssh,,0
59.166.0.6,149.171.126.9,tcp,0.004058,1064,2260,-,,0
175.45.176.1,149.171.126.11,tcp,1.599834,1490,744,-,,0
59.166.0.2,149.171.126.7,tcp,0.008063,2230,13586,-,,0
59.166.0.0,149.171.126.4,tcp,0.020026,3302,40478,-,,0
59.166.0.2,149.171.126.4,udp,0.001117,146,178,dns,,0
59.166.0.4,149.171.126.0,udp,0.001726,544,304,-,,0
59.166.0.0,149.171.126.8,tcp,0.03395,3614,45396,-,,0
59.166.0.1,149.171.126.0,tcp,0.507396,8928,320,ftp-data,,0
59.166.0.1,149.171.126.6,tcp,0.049723,2854,29218,-,,0
175.45.176.2,149.171.126.14,tcp,0.487852,6316,268,-,Generic,1
59.166.0.4,149.171.126.4,udp,0.001796,65,162,-,,0
59.166.0.1,149.171.126.9,tcp,0.008025,424,8824,ftp-data,,0
59.166.0.4,149.171.126.7,tcp,0.016458,2854,30622,-,,0
59.166.0.3,149.171.126.9,tcp,0.012827,2558,23148,-,,0
59.166.0.3,149.171.126.0,tcp,1.005148,1580,10168,-,,0
59.166.0.5,149.171.126.6,udp,0.001691,520,304,-,,0
59.166.0.1,149.171.126.3,tcp,0.404381,320,1886,ftp-data,,0
59.166.0.3,149.171.126.3,udp,0.00105,130,162,dns,,0
59.166.0.8,149.171.126.9,tcp,0.047325,37210,3380,smtp,,0
59.166.0.9,149.171.126.8,udp,0.001089,146,178,dns,,0
59.166.0.1,149.171.126.2,tcp,2.268588,2934,3742,ftp,,0
59.166.0.7,149.171.126.3,udp,0.001005,146,178,dns,,0
59.166.0.8,149.171.126.7,tcp,0.809799,3728,5474,ssh,,0
59.166.0.5,149.171.126.7,tcp,0.037938,2974,30612,-,,0
59.166.0.7,149.171.126.0,tcp,0.036024,3598,47394,-,,0
175.45.176.1,149.171.126.12,unas,1e-05,200,0,-, Fuzzers,1
59.166.0.6,149.171.126.3,tcp,1.053715,1191,4168,http,,0
59.166.0.9,149.171.126.4,tcp,0.864912,7812,14870,-,,0
59.166.0.2,149.171.126.5,tcp,0.020457,3302,40550,-,,0
59.166.0.9,149.171.126.4,tcp,1.155739,1580,10168,-,,0
59.166.0.1,149.171.126.5,tcp,0.021842,2974,33882,-,,0
59.166.0.1,149.171.126.7,tcp,0.336998,4862,77404,-,,0
59.166.0.0,149.171.126.0,udp,0.00104,146,178,dns,,0
59.166.0.1,149.171.126.3,udp,0.001083,146,178,dns,,0
59.166.0.3,149.171.126.6,tcp,1.159046,1684,10168,http,,0
59.166.0.2,149.171.126.5,tcp,1.010232,1684,10168,http,,0
59.166.0.0,149.171.126.6,tcp,1.021518,424,8824,ftp-data,,0
59.166.0.1,149.171.126.5,tcp,0.027699,2854,29286,-,,0
59.166.0.0,149.171.126.9,tcp,1.011008,1476,2988,http,,0
59.166.0.1,149.171.126.3,tcp,0.025205,37134,3380,smtp,,0
59.166.0.3,149.171.126.1,tcp,1.487683,13142,548216,-,,0
59.166.0.9,149.171.126.1,tcp,1.004779,1580,10168,http,,0
59.166.0.2,149.171.126.7,tcp,0.015562,2766,28906,-,,0
59.166.0.9,149.171.126.7,tcp,1.173144,1580,10168,http,,0
59.166.0.2,149.171.126.9,udp,0.036196,528,304,-,,0
59.166.0.6,149.171.126.4,tcp,5.135062,13246,548216,-,,0
59.166.0.3,149.171.126.4,tcp,0.066494,3598,45608,-,,0
59.166.0.0,149.171.126.7,udp,0.001055,146,178,-,,0
59.166.0.3,149.171.126.9,tcp,0.175989,4862,79236,-,,0
59.166.0.4,149.171.126.1,udp,0.001065,130,162,-,,0
59.166.0.2,149.171.126.3,udp,0.00113,146,178,dns,,0
59.166.0.6,149.171.126.7,tcp,0.024877,3390,44134,-,,0
59.166.0.9,149.171.126.2,tcp,0.118064,2158,1918,-,,0
59.166.0.3,149.171.126.7,tcp,0.004064,320,1866,ftp-data,,0
59.166.0.8,149.171.126.0,tcp,0.048071,320,1816,ftp-data,,0
59.166.0.0,149.171.126.9,tcp,2.410343,17538,1087890,http,,0
59.166.0.4,149.171.126.8,tcp,1.040698,1684,10168,http,,0
59.166.0.9,149.171.126.5,udp,0.001777,536,304,-,,0
59.166.0.6,149.171.126.8,udp,0.036007,536,304,-,,0
59.166.0.1,149.171.126.7,udp,0.004897,568,320,-,,0
59.166.0.7,149.171.126.3,udp,0.000952,130,162,-,,0
59.166.0.9,149.171.126.0,udp,0.005101,568,320,-,,0
59.166.0.6,149.171.126.2,udp,0.001129,146,178,dns,,0
59.166.0.0,149.171.126.6,tcp,1.899849,7878,283570,-,,0
59.166.0.9,149.171.126.9,udp,0.002561,536,304,-,,0
59.166.0.7,149.171.126.9,tcp,1.007825,1580,10168,http,,0
59.166.0.1,149.171.126.5,tcp,0.095036,2958,32368,-,,0
59.166.0.9,149.171.126.4,tcp,0.049873,2558,23002,-,,0
59.166.0.2,149.171.126.7,tcp,0.058986,3182,39076,-,,0
59.166.0.8,149.171.126.0,tcp,0.018901,2974,30814,-,,0
59.166.0.9,149.171.126.7,tcp,0.015028,1060,824,http,,0
175.45.176.2,149.171.126.15,tcp,1.333226,564,354,-,Reconnaissance,1
59.166.0.6,149.171.126.8,tcp,1.164785,1580,10168,-,,0
59.166.0.1,149.171.126.2,tcp,1.192894,1684,10168,http,,0
59.166.0.3,149.171.126.3,tcp,0.295493,320,1850,ftp-data,,0
59.166.0.3,149.171.126.2,udp,0.001119,146,178,dns,,0
59.166.0.9,149.171.126.9,tcp,0.947481,7116,280832,-,,0
59.166.0.2,149.171.126.9,tcp,0.035795,2854,29218,-,,0
59.166.0.9,149.171.126.0,tcp,1.343092,1684,10168,http,,0
59.166.0.1,149.171.126.7,tcp,0.471933,1540,1644,-,,0
59.166.0.6,149.171.126.1,udp,0.001027,130,162,dns,,0
59.166.0.6,149.171.126.3,tcp,0.012655,2542,19408,-,,0
59.166.0.0,149.171.126.3,tcp,0.308973,4014,58418,-,,0
59.166.0.5,149.171.126.8,tcp,0.251285,1540,1644,-,,0
59.166.0.2,149.171.126.6,tcp,1.193585,1684,10168,-,,0
59.166.0.4,149.171.126.9,tcp,0.021037,2646,24330,-,,0
59.166.0.1,149.171.126.5,tcp,1.105134,1580,10168,http,,0
59.166.0.6,149.171.126.1,tcp,0.027912,3598,45458,-,,0
59.166.0.6,149.171.126.3,tcp,0.006375,3728,5474,ssh,,0
59.166.0.7,149.171.126.8,tcp,0.004965,3752,2456,-,,0
59.166.0.6,149.171.126.2,udp,0.0018,536,304,-,,0
59.166.0.2,149.171.126.1,udp,0.001048,146,178,dns,,0
59.166.0.2,149.171.126.4,tcp,1.427901,14616,17134,ssh,,0
59.166.0.0,149.171.126.3,udp,0.00098,146,178,dns,,0
59.166.0.9,149.171.126.4,udp,0.00183,528,304,-,,0
59.166.0.0,149.171.126.0,udp,0.000969,130,162,dns,,0
59.166.0.5,149.171.126.9,tcp,0.223486,424,8824,ftp-data,,0
59.166.0.2,149.171.126.7,tcp,0.285073,8928,320,ftp-data,,0
59.166.0.8,149.171.126.5,udp,0.001037,146,178,dns,,0
59.166.0.9,149.171.126.3,udp,0.000966,146,178,dns,,0
59.166.0.0,149.171.126.8,tcp,0.018155,2542,23154,-,,0
59.166.0.0,149.171.126.2,tcp,3.568876,12472,12716,ssh,,0
59.166.0.7,149.171.126.4,tcp,0.009216,424,8824,ftp-data,,0
59.166.0.2,149.171.126.3,tcp,0.311309,1920,4416,-,,0
59.166.0.7,149.171.126.8,tcp,0.152099,8928,424,ftp-data,,0
59.166.0.9,149.171.126.1,tcp,0.278472,8928,320,ftp-data,,0
59.166.0.9,149.171.126.2,tcp,0.021806,2334,15258,-,,0
59.166.0.6,149.171.126.1,tcp,0.015367,1064,2364,-,,0
59.166.0.6,149.171.126.4,tcp,0.068213,424,8824,ftp-data,,0
59.166.0.8,149.171.126.4,tcp,0.026709,2750,27602,-,,0
59.166.0.1,149.171.126.8,tcp,0.067068,3182,39694,-,,0
59.166.0.7,149.171.126.2,udp,0.00104,132,164,dns,,0
59.166.0.4,149.171.126.1,udp,0.001473,146,178,dns,,0
59.166.0.7,149.171.126.3,udp,0.004779,568,304,-,,0
59.166.0.3,149.171.126.3,udp,0.001092,146,178,dns,,0
59.166.0.1,149.171.126.3,udp,0.00188,528,304,-,,0
59.166.0.1,149.171.126.2,udp,0.001026,146,178,dns,,0
59.166.0.9,149.171.126.8,tcp,0.229241,8928,320,ftp-data,,0
59.166.0.2,149.171.126.0,tcp,0.004932,3928,2456,-,,0
59.166.0.9,149.171.126.8,udp,0.001136,146,178,dns,,0
59.166.0.3,149.171.126.1,tcp,0.958675,7816,15474,-,,0
59.166.0.1,149.171.126.4,tcp,0.003029,320,1860,ftp-data,,0
59.166.0.3,149.171.126.1,udp,0.001694,528,304,-,,0
59.166.0.5,149.171.126.1,tcp,0.043939,2558,23002,-,,0
175.45.176.3,149.171.126.19,tcp,0.193771,986,86,-,,0
59.166.0.1,149.171.126.6,udp,0.002378,146,178,dns,,0
59.166.0.3,149.171.126.5,udp,0.001077,146,178,dns,,0
59.166.0.7,149.171.126.9,udp,0.001067,146,178,dns,,0
149.171.126.18,175.45.176.1,udp,4e-06,264,0,dns,,0
59.166.0.1,149.171.126.4,tcp,36.902111,17538,1087900,http,,0
59.166.0.3,149.171.126.7,tcp,0.027746,2974,33374,-,,0
59.166.0.8,149.171.126.4,udp,0.001028,146,178,dns,,0
59.166.0.6,149.171.126.1,tcp,0.039163,3806,53008,-,,0
59.166.0.1,149.171.126.9,tcp,0.630321,320,1962,-,,0
59.166.0.0,149.171.126.8,tcp,0.004138,1042,824,http,,0
59.166.0.4,149.171.126.9,udp,0.001046,146,178,dns,,0
59.166.0.2,149.171.126.4,tcp,0.044309,3094,33818,-,,0
149.171.126.18,175.45.176.1,udp,1e-05,264,0,dns,,0
59.166.0.5,149.171.126.7,tcp,0.032153,1060,824,http,,0
59.166.0.4,149.171.126.6,tcp,1.063225,1580,10168,http,,0
59.166.0.9,149.171.126.1,tcp,14.545883,19150,1072900,http,,0
59.166.0.2,149.171.126.7,udp,0.001139,146,178,dns,,0
59.166.0.9,149.171.126.2,udp,0.651354,568,312,-,,0
59.166.0.9,149.171.126.0,tcp,1.040872,1580,10168,http,,0
175.45.176.1,149.171.126.18,udp,4e-06,114,0,dns,Generic,1
59.166.0.8,149.171.126.9,udp,0.001012,130,162,dns,,0
59.166.0.2,149.171.126.1,tcp,0.080119,3182,38534,-,,0
59.166.0.3,149.171.126.3,tcp,0.024374,2854,30384,-,,0
59.166.0.7,149.171.126.5,tcp,0.016958,2958,32650,-,,0
59.166.0.0,149.171.126.5,udp,0.001055,146,178,dns,,0
59.166.0.3,149.171.126.5,tcp,0.100038,3806,53914,-,,0
149.171.126.5,59.166.0.4,tcp,0.000979,104,104,-,,0
59.166.0.7,149.171.126.6,tcp,0.046413,320,1890,ftp-data,,0
59.166.0.8,149.171.126.1,tcp,0.015439,5928,8010,-,,0
59.166.0.7,149.171.126.9,udp,0.00102,146,178,dns,,0
59.166.0.9,149.171.126.5,tcp,0.071618,2974,33374,-,,0
59.166.0.7,149.171.126.2,tcp,1.74002,1684,10168,http,,0
59.166.0.4,149.171.126.0,tcp,0.006362,3872,2456,-,,0
59.166.0.5,149.171.126.4,tcp,0.046831,4862,79132,-,,0
175.45.176.2,149.171.126.13,udp,2e-06,168,0,-,Reconnaissance,1
